! MS46522B
! 1629104/M1: 82820001
! 9/7/2022 4:41:57 PM
! D:\MESURE_MONTURE_07092022\LIGNE_25MM_VIDE.S2P
! CHANNEL.1
! TR.MEASUREMENT
! CORRECTED.DATA
# GHZ S RI R 50.0
! FREQ.GHZ         S11RE         S11IM         S21RE         S21IM         S12RE         S12IM         S22RE         S22IM         
!; PortSelection: Port_12
   0.002546301     0.0000284    0.0018652     1.0010760   -0.0027016     0.9990377   -0.0024461    -0.0002409    0.0019557 
   0.002562110     0.0000139    0.0018692     1.0010550   -0.0026676     0.9990305   -0.0024083    -0.0002432    0.0019553 
   0.002578018    -0.0000017    0.0018879     1.0010350   -0.0026876     0.9990052   -0.0024472    -0.0002365    0.0019814 
   0.002594025     0.0000120    0.0019068     1.0010930   -0.0027358     0.9989370   -0.0024312    -0.0002391    0.0020090 
   0.002610131     0.0000252    0.0019286     1.0010410   -0.0026577     0.9989693   -0.0024574    -0.0002399    0.0020151 
   0.002626337     0.0000118    0.0019278     1.0010220   -0.0027867     0.9991077   -0.0024768    -0.0002312    0.0020287 
   0.002642643     0.0000137    0.0019534     1.0010620   -0.0026772     0.9989984   -0.0025407    -0.0002375    0.0020227 
   0.002659051     0.0000205    0.0019461     1.0010290   -0.0026868     0.9990759   -0.0025476    -0.0002516    0.0020553 
   0.002675561     0.0000067    0.0019776     1.0009890   -0.0028319     0.9990879   -0.0025536    -0.0002297    0.0020544 
   0.002692173     0.0000213    0.0019968     1.0011250   -0.0028022     0.9989237   -0.0025212    -0.0002345    0.0020748 
   0.002708889    -0.0000062    0.0020183     1.0010330   -0.0028750     0.9990179   -0.0025136    -0.0002126    0.0020622 
   0.002725708     0.0000205    0.0020243     1.0011020   -0.0028049     0.9989756   -0.0026833    -0.0002453    0.0020973 
   0.002742631     0.0000402    0.0020423     1.0010020   -0.0027366     0.9990122   -0.0026090    -0.0002264    0.0021049 
   0.002759660     0.0000241    0.0020733     1.0010780   -0.0028960     0.9991666   -0.0028399    -0.0002653    0.0021048 
   0.002776794     0.0000218    0.0021033     1.0011260   -0.0028207     0.9988871   -0.0026007    -0.0002286    0.0021399 
   0.002794035     0.0000103    0.0020991     1.0010610   -0.0027924     0.9988276   -0.0027792    -0.0002640    0.0021586 
   0.002811383     0.0000288    0.0020883     1.0011970   -0.0030299     0.9989733   -0.0026754    -0.0002206    0.0021532 
   0.002828838     0.0000211    0.0021018     1.0011110   -0.0029621     0.9990610   -0.0028099    -0.0002303    0.0021608 
   0.002846402     0.0000168    0.0021570     1.0009230   -0.0029615     0.9989433   -0.0026866    -0.0002406    0.0021976 
   0.002864075     0.0000195    0.0021422     1.0010870   -0.0029312     0.9990463   -0.0027993    -0.0002264    0.0022038 
   0.002881858     0.0000246    0.0021623     1.0011330   -0.0029792     0.9989840   -0.0027983    -0.0002388    0.0022197 
   0.002899751     0.0000331    0.0021837     1.0009550   -0.0030283     0.9990370   -0.0028426    -0.0002499    0.0022305 
   0.002917755     0.0000170    0.0022036     1.0011090   -0.0030475     0.9990131   -0.0028202    -0.0002251    0.0022241 
   0.002935871     0.0000239    0.0022266     1.0011490   -0.0030786     0.9990281   -0.0028132    -0.0002178    0.0022283 
   0.002954100     0.0000261    0.0022267     1.0010810   -0.0030941     0.9990344   -0.0029100    -0.0002182    0.0022525 
   0.002972441     0.0000348    0.0022522     1.0010790   -0.0030635     0.9990474   -0.0028058    -0.0002287    0.0022820 
   0.002990897     0.0000222    0.0022893     1.0010940   -0.0030605     0.9989894   -0.0028577    -0.0002264    0.0022939 
   0.003009467     0.0000286    0.0022872     1.0010990   -0.0031511     0.9989710   -0.0028675    -0.0002287    0.0023026 
   0.003028152     0.0000287    0.0023015     1.0010490   -0.0031608     0.9990357   -0.0029638    -0.0002379    0.0023423 
   0.003046954     0.0000211    0.0023224     1.0010290   -0.0031732     0.9989755   -0.0028946    -0.0002408    0.0023333 
   0.003065872     0.0000310    0.0023230     1.0010870   -0.0032699     0.9989998   -0.0030186    -0.0002395    0.0023384 
   0.003084908     0.0000217    0.0023485     1.0010870   -0.0031884     0.9989682   -0.0029975    -0.0002278    0.0023653 
   0.003104061     0.0000191    0.0023689     1.0010730   -0.0032410     0.9990250   -0.0030828    -0.0002285    0.0023838 
   0.003123334     0.0000248    0.0023881     1.0011200   -0.0033093     0.9990090   -0.0031571    -0.0002368    0.0023960 
   0.003142727     0.0000249    0.0023963     1.0010340   -0.0031987     0.9989868   -0.0030111    -0.0002209    0.0024073 
   0.003162239     0.0000273    0.0024289     1.0011190   -0.0032899     0.9989520   -0.0030660    -0.0002254    0.0024238 
   0.003181873     0.0000392    0.0024466     1.0011800   -0.0033481     0.9989784   -0.0031171    -0.0002382    0.0024337 
   0.003201629     0.0000275    0.0024468     1.0012260   -0.0034949     0.9990143   -0.0031073    -0.0002311    0.0024401 
   0.003221508     0.0000300    0.0024757     1.0012300   -0.0035310     0.9989444   -0.0030624    -0.0002174    0.0024516 
   0.003241510     0.0000334    0.0025063     1.0009810   -0.0034710     0.9990379   -0.0032123    -0.0002434    0.0024725 
